# laser: Santec TSL-550 (HW-triggered continuous sweep)
# sweep: 1545.0000 -> 1555.0000 nm, speed 50.00 nm/s, power 1.000 mW
wavelength_nm,coredaq_ch1_W,coredaq_ch2_W,coredaq_ch3_W,coredaq_ch4_W
1545.2750,-2.300000000e-10,-2.500000000e-10,9.800000000e-10,4.803000000e-08
1545.2760,-2.300000000e-10,-2.500000000e-10,1.000000000e-09,4.783000000e-08
1545.2770,-2.300000000e-10,-2.300000000e-10,1.020000000e-09,4.760000000e-08
1545.2780,-2.100000000e-10,-2.300000000e-10,1.050000000e-09,4.737000000e-08
1545.2790,-2.100000000e-10,-2.300000000e-10,1.050000000e-09,4.712000000e-08
1545.2800,-2.100000000e-10,-2.300000000e-10,1.050000000e-09,4.690000000e-08
1545.2810,-2.300000000e-10,-2.200000000e-10,1.080000000e-09,4.663000000e-08
1545.2820,-2.300000000e-10,-2.200000000e-10,1.030000000e-09,4.642000000e-08
1545.2830,-2.300000000e-10,-2.200000000e-10,1.080000000e-09,4.618000000e-08
1545.2840,-2.100000000e-10,-2.300000000e-10,1.090000000e-09,4.596000000e-08
1545.2850,-2.300000000e-10,-2.300000000e-10,1.080000000e-09,4.571000000e-08
1545.2860,-2.100000000e-10,-2.200000000e-10,1.080000000e-09,4.543000000e-08
1545.2870,-2.300000000e-10,-2.000000000e-10,1.080000000e-09,4.520000000e-08
1545.2880,-2.100000000e-10,-2.000000000e-10,1.110000000e-09,4.492000000e-08
1545.2890,-2.100000000e-10,-2.300000000e-10,1.110000000e-09,4.464000000e-08
1545.2900,-2.100000000e-10,-2.500000000e-10,1.120000000e-09,4.437000000e-08
1545.2910,-2.100000000e-10,-2.500000000e-10,1.110000000e-09,4.407000000e-08
1545.2920,-2.100000000e-10,-2.300000000e-10,1.110000000e-09,4.379000000e-08
1545.2930,-2.300000000e-10,-2.200000000e-10,1.110000000e-09,4.354000000e-08
